slot_id,table,table_label,task_family,config,config_slug,trial,trial_index,n_trials,model,harness,effort,arm,arm_confidence,arm_evidence,outcome,label_confidence,label_confidence_autoparse,label_adjudicated,self_report_disagrees_with_audit,accounting,time_min,tokens_k,cost_usd,session_stamp,still_id,image_480,image_960
t2-opus5_high-t03,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Opus 5,claude_opus5,03,3,5,Claude Opus 5,Claude Code,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,14.397,9077.347,6.9425,20260910_183357,t2-opus5_high-t03,img/trials/t2-opus5_high-t03_480.webp,img/trials/t2-opus5_high-t03_960.webp
t2-opus5_high-t04,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Opus 5,claude_opus5,04,4,5,Claude Opus 5,Claude Code,high,right,confirmed,single arm (right); session record,success,explicit success,explicit success,no,no,recorded,25.503,15818.482,11.8282,20260910_190043,t2-opus5_high-t04,img/trials/t2-opus5_high-t04_480.webp,img/trials/t2-opus5_high-t04_960.webp
t2-opus5_high-t05,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Opus 5,claude_opus5,05,5,5,Claude Opus 5,Claude Code,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,20.01,11319.215,9.0435,20260910_185014,t2-opus5_high-t05,img/trials/t2-opus5_high-t05_480.webp,img/trials/t2-opus5_high-t05_960.webp
t2-fable_high-t01,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Fable 5.1,claude_fable51,01,1,5,Claude Fable 5.1,Claude Code,high,right,confirmed,single arm (right); session record,success,explicit success,explicit success,no,no,recorded,25.172566668192545,9822.0,11.2004785,20260910_192826,t2-fable_high-t01,img/trials/t2-fable_high-t01_480.webp,img/trials/t2-fable_high-t01_960.webp
t2-fable_high-t02,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Fable 5.1,claude_fable51,02,2,5,Claude Fable 5.1,Claude Code,high,right,confirmed,single arm (right); session record,success,explicit success,explicit success,no,no,recorded,39.7659166653951,11100.493,14.358745749999999,20260910_195913,t2-fable_high-t02,img/trials/t2-fable_high-t02_480.webp,img/trials/t2-fable_high-t02_960.webp
t2-fable_high-t03,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Fable 5.1,claude_fable51,03,3,5,Claude Fable 5.1,Claude Code,high,right,confirmed,single arm (right); session record,success,explicit success,explicit success,no,no,recorded,18.306983331839245,6874.008,8.329646249999998,20260910_204037,t2-fable_high-t03,img/trials/t2-fable_high-t03_480.webp,img/trials/t2-fable_high-t03_960.webp
t2-fable_high-t04,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Fable 5.1,claude_fable51,04,4,5,Claude Fable 5.1,Claude Code,high,right,confirmed,single arm (right); session record,failure,unclear,unclear,no,no,none,,,,20260910_212726,t2-fable_high-t04,img/trials/t2-fable_high-t04_480.webp,img/trials/t2-fable_high-t04_960.webp
t2-fable_high-t05,table2,"Table 2 (agent, model and thinking effort)",Two pair assembly,Claude Fable 5.1,claude_fable51,05,5,5,Claude Fable 5.1,Claude Code,high,right,confirmed,single arm (right); session record,failure,no report,no report,no,no,none,,,,20260910_210323,t2-fable_high-t05,img/trials/t2-fable_high-t05_480.webp,img/trials/t2-fable_high-t05_960.webp
transfer-astra_store-t01,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-6 Astra building the experience store,astra_experience_store,01,1,5,GPT-6 Astra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,9.083703001340231,2826.784,4.385104,20260911_014410,transfer-astra_store-t01,img/trials/transfer-astra_store-t01_480.webp,img/trials/transfer-astra_store-t01_960.webp
transfer-astra_store-t02,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-6 Astra building the experience store,astra_experience_store,02,2,5,GPT-6 Astra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,8.177725684642791,2808.384,4.08336,20260911_023848,transfer-astra_store-t02,img/trials/transfer-astra_store-t02_480.webp,img/trials/transfer-astra_store-t02_960.webp
transfer-astra_store-t03,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-6 Astra building the experience store,astra_experience_store,03,3,5,GPT-6 Astra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,7.267567316691081,2245.861,3.494194,20260911_025700,transfer-astra_store-t03,img/trials/transfer-astra_store-t03_480.webp,img/trials/transfer-astra_store-t03_960.webp
transfer-astra_store-t04,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-6 Astra building the experience store,astra_experience_store,04,4,5,GPT-6 Astra,Codex CLI,high,left,confirmed,single arm (left); session record,success,unclear,unclear,no,no,recorded,6.99851731856664,2240.463,3.449366,20260911_031357,transfer-astra_store-t04,img/trials/transfer-astra_store-t04_480.webp,img/trials/transfer-astra_store-t04_960.webp
transfer-astra_store-t05,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-6 Astra building the experience store,astra_experience_store,05,5,5,GPT-6 Astra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,6.493454166253408,2355.661,3.557042,20260911_033025,transfer-astra_store-t05,img/trials/transfer-astra_store-t05_480.webp,img/trials/transfer-astra_store-t05_960.webp
transfer-terra_exp-t01,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-5.6 Terra reading the frozen store,terra_with_experience,01,1,5,GPT-5.6 Terra,Codex CLI,high,left,confirmed,single arm (left); session record,success,unclear,unclear,no,no,recorded,16.888879883289338,4814.171,1.5620751999999998,20260911_035635,transfer-terra_exp-t01,img/trials/transfer-terra_exp-t01_480.webp,img/trials/transfer-terra_exp-t01_960.webp
transfer-terra_exp-t02,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-5.6 Terra reading the frozen store,terra_with_experience,02,2,5,GPT-5.6 Terra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,10.073740633328756,5816.48,1.6156567999999996,20260911_042610,transfer-terra_exp-t02,img/trials/transfer-terra_exp-t02_480.webp,img/trials/transfer-terra_exp-t02_960.webp
transfer-terra_exp-t03,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-5.6 Terra reading the frozen store,terra_with_experience,03,3,5,GPT-5.6 Terra,Codex CLI,high,left,confirmed,single arm (left); session record,failure,explicit failure,explicit success,yes,no,recorded,19.583026432991026,7283.751,2.1741164,20260911_051015,transfer-terra_exp-t03,img/trials/transfer-terra_exp-t03_480.webp,img/trials/transfer-terra_exp-t03_960.webp
transfer-terra_exp-t04,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-5.6 Terra reading the frozen store,terra_with_experience,04,4,5,GPT-5.6 Terra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,11.728875450293224,5756.673,1.7411283999999996,20260911_120204,transfer-terra_exp-t04,img/trials/transfer-terra_exp-t04_480.webp,img/trials/transfer-terra_exp-t04_960.webp
transfer-terra_exp-t05,transfer,"Experience transfer study (collected 2026-09-11, after the preprint snapshot)",Two pair assembly,GPT-5.6 Terra reading the frozen store,terra_with_experience,05,5,5,GPT-5.6 Terra,Codex CLI,high,left,confirmed,single arm (left); session record,success,explicit success,explicit success,no,no,recorded,11.184549534320832,5865.428,1.6529776000000005,20260911_122756,transfer-terra_exp-t05,img/trials/transfer-terra_exp-t05_480.webp,img/trials/transfer-terra_exp-t05_960.webp
